"sim_id","q0_pca_share","q0_mean_ratio","q0_max_ratio","q0_top5_overlap","q0_pca_avg_rank","q0_pca_cv","q0_gini","q0_cv","reduction_diim","reduction_pca","pca_advantage","pca_wins","overlap"
1700,0.40660025089667,1.37040924439578,1.08533957245431,2,6.2,0.50134317801512,0.382689202273834,0.692207665767974,589.44195272147,605.092721498811,15.650768777341,TRUE,4
1701,0.259029508614442,0.699162818562657,0.661296193997277,0,10,0.43334517122513,0.277022330893778,0.506639992398141,638.783569395295,391.17123881654,-247.612330578755,FALSE,4
1702,0.386169493225463,1.25822841635763,0.92173240971673,3,6.2,0.350719218965094,0.232993013819342,0.426389039446965,959.37144960586,717.123794594401,-242.247655011459,FALSE,3
1703,0.37087849175949,1.17903612228023,1.00253977872004,2,7.2,0.686773332902614,0.3935227986126,0.719260676047106,315.566232121753,344.494357742165,28.9281256204122,TRUE,4
1704,0.376132958504545,1.20581128184918,1.07848203135684,2,6.6,0.420236569961761,0.249174073450315,0.454695282809209,725.734780647726,723.113067759929,-2.62171288779791,FALSE,4
1705,0.422696632280692,1.46438304682197,1.2373049275456,2,6.2,0.298291694854549,0.281029120801385,0.520736736116019,716.592841084115,760.561084969253,43.9682438851378,TRUE,4
1706,0.351925849370282,1.08606661453269,0.948076706610419,1,7.4,0.457769528468128,0.30368307845813,0.559537254737842,730.381769802283,475.916885514307,-254.464884287976,FALSE,4
1707,0.331301585415266,0.9908849137051,1.05497026499187,3,7.6,0.842932829214945,0.309906496443906,0.561525072463649,901.837429939143,657.27599492512,-244.561435014024,FALSE,3
1708,0.302784335632544,0.868552877128033,0.762419826143549,1,8.6,0.647522026013177,0.399536089912262,0.726137093268469,226.717998774937,267.508267193818,40.7902684188812,TRUE,4
1709,0.362855376357495,1.13900474992029,1.16957675750159,2,8,0.912070219041808,0.373777480528342,0.700332301853702,232.887624301035,241.213443580113,8.32581927907813,TRUE,4
1710,0.340323113003164,1.03178728772044,1.22822941197084,2,8,0.744980832390266,0.311249496180915,0.573012619891548,412.364843754141,416.16999943916,3.80515568501869,TRUE,4
